241,2962,1290,3040
241,2904,1128,2974
806,1748,2016,1859
1612,1977,1935,2043
1532,2971,1693,3018
241,2283,1290,2361
241,2549,1854,2633
241,2823,1209,2893
241,2634,1612,2717
241,2721,1290,2798
241,2120,725,2196
241,2369,1128,2446
806,1640,2338,1755
241,2014,806,2115
241,2474,1290,2549
403,1467,645,1551
241,2183,564,2265
645,1509,2580,1670
241,1891,564,1966
1532,2045,1935,2110
