1044,402,2519,543
368,1291,1106,1388
1044,271,2950,429
368,1068,1106,1169
368,988,737,1059
2028,812,2396,883
2028,684,2396,783
368,631,798,744
368,1413,2273,1506
368,868,1167,970
368,1183,1905,1288
368,1602,1536,1698
491,577,614,664
368,753,798,848
614,83,3257,320
307,1911,1597,1989
307,1696,1475,1789
307,1803,1475,1886
1905,1935,2151,1990
307,1494,1966,1612
